Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	Path	Uniform
1	15121	False	13	50	0	2	0	model-15121.graphml	T12	3061
1	15122	False	13	50	0	2	0	model-15122.graphml	T25	1675
1	15123	False	13	50	0	2	0	model-15123.graphml	T25	3240
1	15124	False	13	50	0	2	0	model-15124.graphml	T12	3413
1	15125	False	13	50	0	2	0	model-15125.graphml	T12	3325
1	15126	False	13	50	0	2	0	model-15126.graphml	T25	3413
1	15127	False	13	50	0	2	0	model-15127.graphml	T12	3149
1	15128	False	13	50	0	2	0	model-15128.graphml	T25	3413
1	15129	False	13	50	0	2	0	model-15129.graphml	T25	3413
1	15130	False	13	50	0	2	0	model-15130.graphml	T12	3413
1	15131	False	13	60	0	2	0	model-15131.graphml	T12	3990
1	15132	False	13	60	0	2	0	model-15132.graphml	T25	3888
1	15133	False	13	60	0	2	0	model-15133.graphml	T12	3778
1	15134	False	13	60	0	2	0	model-15134.graphml	T25	4096
1	15135	False	13	60	0	2	0	model-15135.graphml	T12	4096
1	15136	False	13	60	0	2	0	model-15136.graphml	T12	4096
1	15137	False	13	60	0	2	0	model-15137.graphml	T25	2848
1	15138	False	13	60	0	2	0	model-15138.graphml	T25	4096
1	15139	False	13	60	0	2	0	model-15139.graphml	T25	4096
1	15140	False	13	60	0	2	0	model-15140.graphml	T12	3778
1	15141	False	13	70	0	2	0	model-15141.graphml	T12	6396
1	15142	False	13	70	0	2	0	model-15142.graphml	T12	4158
1	15143	False	13	70	0	2	0	model-15143.graphml	T25	5776
1	15144	False	13	70	0	2	0	model-15144.graphml	T12	6396
1	15145	False	13	70	0	2	0	model-15145.graphml	T25	3563
1	15146	False	13	70	0	2	0	model-15146.graphml	T12	3904
1	15147	False	13	70	0	2	0	model-15147.graphml	T25	5161
1	15148	False	13	70	0	2	0	model-15148.graphml	T12	5404
1	15149	False	13	70	0	2	0	model-15149.graphml	T25	5533
1	15150	False	13	70	0	2	0	model-15150.graphml	T12	6396
1	15151	False	13	80	0	2	0	model-15151.graphml	T25	5606
1	15152	False	13	80	0	2	0	model-15152.graphml	T25	6884
1	15153	False	13	80	0	2	0	model-15153.graphml	T12	7310
1	15154	False	13	80	0	2	0	model-15154.graphml	T25	2957
1	15155	False	13	80	0	2	0	model-15155.graphml	T25	6312
1	15156	False	13	80	0	2	0	model-15156.graphml	T12	7310
1	15157	False	13	80	0	2	0	model-15157.graphml	T12	6458
1	15158	False	13	80	0	2	0	model-15158.graphml	T12	7310
1	15159	False	13	80	0	2	0	model-15159.graphml	T12	7310
1	15160	False	13	80	0	2	0	model-15160.graphml	T25	6742
1	15161	False	13	90	0	2	0	model-15161.graphml	T25	10683
1	15162	False	13	90	0	2	0	model-15162.graphml	T12	6945
1	15163	False	13	90	0	2	0	model-15163.graphml	T25	11963
1	15164	False	13	90	0	2	0	model-15164.graphml	T12	4865
1	15165	False	13	90	0	2	0	model-15165.graphml	T25	8121
1	15166	False	13	90	0	2	0	model-15166.graphml	T25	5832
1	15167	False	13	90	0	2	0	model-15167.graphml	T12	5983
1	15168	False	13	90	0	2	0	model-15168.graphml	T12	15514
1	15169	False	13	90	0	2	0	model-15169.graphml	T12	6305
1	15170	False	13	90	0	2	0	model-15170.graphml	T25	5832
1	15171	False	13	95	0	2	0	model-15171.graphml	T25	6672
1	15172	False	13	95	0	2	0	model-15172.graphml	T12	12750
1	15173	False	13	95	0	2	0	model-15173.graphml	T25	6504
1	15174	False	13	95	0	2	0	model-15174.graphml	T12	6665
1	15175	False	13	95	0	2	0	model-15175.graphml	T25	6021
1	15176	False	13	95	0	2	0	model-15176.graphml	T12	17249
1	15177	False	13	95	0	2	0	model-15177.graphml	T12	5969
1	15178	False	13	95	0	2	0	model-15178.graphml	T25	16858
1	15179	False	13	95	0	2	0	model-15179.graphml	T12	13339
1	15180	False	13	95	0	2	0	model-15180.graphml	T12	11694
1	15181	False	13	98	0	2	0	model-15181.graphml	T12	13068
1	15182	False	13	98	0	2	0	model-15182.graphml	T25	8577
1	15183	False	13	98	0	2	0	model-15183.graphml	T25	12005
1	15184	False	13	98	0	2	0	model-15184.graphml	T12	6172
1	15185	False	13	98	0	2	0	model-15185.graphml	T25	12005
1	15186	False	13	98	0	2	0	model-15186.graphml	T25	6876
1	15187	False	13	98	0	2	0	model-15187.graphml	T12	25508
1	15188	False	13	98	0	2	0	model-15188.graphml	T12	7738
1	15189	False	13	98	0	2	0	model-15189.graphml	T12	5998
1	15190	False	13	98	0	2	0	model-15190.graphml	T25	10613
2	15191	False	13	50	0	2	0	model-15191.graphml	T12	5422
2	15192	False	13	50	0	2	0	model-15192.graphml	T12	3824
2	15193	False	13	50	0	2	0	model-15193.graphml	T15	3983
2	15194	False	13	50	0	2	0	model-15194.graphml	T15	4150
2	15195	False	13	50	0	2	0	model-15195.graphml	T12	5581
2	15196	False	13	50	0	2	0	model-15196.graphml	T15	4619
2	15197	False	13	50	0	2	0	model-15197.graphml	T12	3824
2	15198	False	13	50	0	2	0	model-15198.graphml	T12	3991
2	15199	False	13	50	0	2	0	model-15199.graphml	T15	4301
2	15200	False	13	50	0	2	0	model-15200.graphml	T12	4945
2	15201	False	13	60	0	2	0	model-15201.graphml	T12	5551
2	15202	False	13	60	0	2	0	model-15202.graphml	T15	5551
2	15203	False	13	60	0	2	0	model-15203.graphml	T15	4781
2	15204	False	13	60	0	2	0	model-15204.graphml	T12	5360
2	15205	False	13	60	0	2	0	model-15205.graphml	T12	5933
2	15206	False	13	60	0	2	0	model-15206.graphml	T15	4978
2	15207	False	13	60	0	2	0	model-15207.graphml	T15	6315
2	15208	False	13	60	0	2	0	model-15208.graphml	T12	6118
2	15209	False	13	60	0	2	0	model-15209.graphml	T12	6697
2	15210	False	13	60	0	2	0	model-15210.graphml	T12	6697
2	15211	False	13	70	0	2	0	model-15211.graphml	T12	5580
2	15212	False	13	70	0	2	0	model-15212.graphml	T15	6249
2	15213	False	13	70	0	2	0	model-15213.graphml	T15	7815
2	15214	False	13	70	0	2	0	model-15214.graphml	T12	4688
2	15215	False	13	70	0	2	0	model-15215.graphml	T12	6923
2	15216	False	13	70	0	2	0	model-15216.graphml	T15	5580
2	15217	False	13	70	0	2	0	model-15217.graphml	T12	5803
2	15218	False	13	70	0	2	0	model-15218.graphml	T15	6477
2	15219	False	13	70	0	2	0	model-15219.graphml	T15	5808
2	15220	False	13	70	0	2	0	model-15220.graphml	T15	7815
2	15221	False	13	80	0	2	0	model-15221.graphml	T15	8931
2	15222	False	13	80	0	2	0	model-15222.graphml	T15	7911
2	15223	False	13	80	0	2	0	model-15223.graphml	T15	6888
2	15224	False	13	80	0	2	0	model-15224.graphml	T12	6888
2	15225	False	13	80	0	2	0	model-15225.graphml	T12	7656
2	15226	False	13	80	0	2	0	model-15226.graphml	T12	8931
2	15227	False	13	80	0	2	0	model-15227.graphml	T15	8676
2	15228	False	13	80	0	2	0	model-15228.graphml	T15	8676
2	15229	False	13	80	0	2	0	model-15229.graphml	T12	6636
2	15230	False	13	80	0	2	0	model-15230.graphml	T15	7143
2	15231	False	13	90	0	2	0	model-15231.graphml	T12	9474
2	15232	False	13	90	0	2	0	model-15232.graphml	T12	10335
2	15233	False	13	90	0	2	0	model-15233.graphml	T15	10909
2	15234	False	13	90	0	2	0	model-15234.graphml	T15	18658
2	15235	False	13	90	0	2	0	model-15235.graphml	T12	11770
2	15236	False	13	90	0	2	0	model-15236.graphml	T15	21530
2	15237	False	13	90	0	2	0	model-15237.graphml	T12	17511
2	15238	False	13	90	0	2	0	model-15238.graphml	T15	8324
2	15239	False	13	90	0	2	0	model-15239.graphml	T12	11482
2	15240	False	13	90	0	2	0	model-15240.graphml	T12	10907
2	15241	False	13	95	0	2	0	model-15241.graphml	T15	12979
2	15242	False	13	95	0	2	0	model-15242.graphml	T12	12979
2	15243	False	13	95	0	2	0	model-15243.graphml	T15	22071
2	15244	False	13	95	0	2	0	model-15244.graphml	T12	34496
2	15245	False	13	95	0	2	0	model-15245.graphml	T15	19342
2	15246	False	13	95	0	2	0	model-15246.graphml	T12	13335
2	15247	False	13	95	0	2	0	model-15247.graphml	T15	14798
2	15248	False	13	95	0	2	0	model-15248.graphml	T12	18131
2	15249	False	13	95	0	2	0	model-15249.graphml	T12	12372
2	15250	False	13	95	0	2	0	model-15250.graphml	T15	18434
2	15251	False	13	98	0	2	0	model-15251.graphml	T15	17915
2	15252	False	13	98	0	2	0	model-15252.graphml	T12	15107
2	15253	False	13	98	0	2	0	model-15253.graphml	T12	17291
2	15254	False	13	98	0	2	0	model-15254.graphml	T15	19163
2	15255	False	13	98	0	2	0	model-15255.graphml	T12	23138
2	15256	False	13	98	0	2	0	model-15256.graphml	T12	14463
2	15257	False	13	98	0	2	0	model-15257.graphml	T15	12269
2	15258	False	13	98	0	2	0	model-15258.graphml	T12	12903
2	15259	False	13	98	0	2	0	model-15259.graphml	T15	13205
2	15260	False	13	98	0	2	0	model-15260.graphml	T12	12500
1	15261	False	13	50	0	2	1	model-15261.graphml	T25	788
1	15262	False	13	50	0	2	1	model-15262.graphml	T12	903
1	15263	False	13	50	0	2	1	model-15263.graphml	T12	861
1	15264	False	13	50	0	2	1	model-15264.graphml	T12	903
1	15265	False	13	50	0	2	1	model-15265.graphml	T25	788
1	15266	False	13	50	0	2	1	model-15266.graphml	T12	735
1	15267	False	13	50	0	2	1	model-15267.graphml	T12	903
1	15268	False	13	50	0	2	1	model-15268.graphml	T12	525
1	15269	False	13	50	0	2	1	model-15269.graphml	T12	903
1	15270	False	13	50	0	2	1	model-15270.graphml	T12	609
1	15271	False	13	60	0	2	1	model-15271.graphml	T12	1084
1	15272	False	13	60	0	2	1	model-15272.graphml	T25	1052
1	15273	False	13	60	0	2	1	model-15273.graphml	T12	1031
1	15274	False	13	60	0	2	1	model-15274.graphml	T25	1020
1	15275	False	13	60	0	2	1	model-15275.graphml	T12	829
1	15276	False	13	60	0	2	1	model-15276.graphml	T25	1084
1	15277	False	13	60	0	2	1	model-15277.graphml	T25	1084
1	15278	False	13	60	0	2	1	model-15278.graphml	T25	1052
1	15279	False	13	60	0	2	1	model-15279.graphml	T12	778
1	15280	False	13	60	0	2	1	model-15280.graphml	T12	1084
1	15281	False	13	70	0	2	1	model-15281.graphml	T12	1680
1	15282	False	13	70	0	2	1	model-15282.graphml	T25	1754
1	15283	False	13	70	0	2	1	model-15283.graphml	T12	1458
1	15284	False	13	70	0	2	1	model-15284.graphml	T25	1117
1	15285	False	13	70	0	2	1	model-15285.graphml	T12	1265
1	15286	False	13	70	0	2	1	model-15286.graphml	T12	852
1	15287	False	13	70	0	2	1	model-15287.graphml	T12	1569
1	15288	False	13	70	0	2	1	model-15288.graphml	T12	1310
1	15289	False	13	70	0	2	1	model-15289.graphml	T12	1569
1	15290	False	13	70	0	2	1	model-15290.graphml	T25	1754
1	15291	False	13	80	0	2	1	model-15291.graphml	T25	1145
1	15292	False	13	80	0	2	1	model-15292.graphml	T25	1231
1	15293	False	13	80	0	2	1	model-15293.graphml	T12	1718
1	15294	False	13	80	0	2	1	model-15294.graphml	T12	1847
1	15295	False	13	80	0	2	1	model-15295.graphml	T25	1532
1	15296	False	13	80	0	2	1	model-15296.graphml	T25	3247
1	15297	False	13	80	0	2	1	model-15297.graphml	T12	1636
1	15298	False	13	80	0	2	1	model-15298.graphml	T12	2148
1	15299	False	13	80	0	2	1	model-15299.graphml	T25	1618
1	15300	False	13	80	0	2	1	model-15300.graphml	T12	1593
1	15301	False	13	90	0	2	1	model-15301.graphml	T12	1992
1	15302	False	13	90	0	2	1	model-15302.graphml	T25	2416
1	15303	False	13	90	0	2	1	model-15303.graphml	T25	3317
1	15304	False	13	90	0	2	1	model-15304.graphml	T12	2141
1	15305	False	13	90	0	2	1	model-15305.graphml	T12	1843
1	15306	False	13	90	0	2	1	model-15306.graphml	T25	3501
1	15307	False	13	90	0	2	1	model-15307.graphml	T12	1903
1	15308	False	13	90	0	2	1	model-15308.graphml	T25	3425
1	15309	False	13	90	0	2	1	model-15309.graphml	T25	3425
1	15310	False	13	90	0	2	1	model-15310.graphml	T25	1823
1	15311	False	13	95	0	2	1	model-15311.graphml	T25	4400
1	15312	False	13	95	0	2	1	model-15312.graphml	T12	2277
1	15313	False	13	95	0	2	1	model-15313.graphml	T12	2645
1	15314	False	13	95	0	2	1	model-15314.graphml	T12	1466
1	15315	False	13	95	0	2	1	model-15315.graphml	T12	2177
1	15316	False	13	95	0	2	1	model-15316.graphml	T25	4400
1	15317	False	13	95	0	2	1	model-15317.graphml	T12	3690
1	15318	False	13	95	0	2	1	model-15318.graphml	T12	1943
1	15319	False	13	95	0	2	1	model-15319.graphml	T12	3690
1	15320	False	13	95	0	2	1	model-15320.graphml	T12	2277
1	15321	False	13	98	0	2	1	model-15321.graphml	T25	3489
1	15322	False	13	98	0	2	1	model-15322.graphml	T25	3406
1	15323	False	13	98	0	2	1	model-15323.graphml	T12	3603
1	15324	False	13	98	0	2	1	model-15324.graphml	T25	3572
1	15325	False	13	98	0	2	1	model-15325.graphml	T25	4353
1	15326	False	13	98	0	2	1	model-15326.graphml	T12	2714
1	15327	False	13	98	0	2	1	model-15327.graphml	T25	3510
1	15328	False	13	98	0	2	1	model-15328.graphml	T25	8663
1	15329	False	13	98	0	2	1	model-15329.graphml	T12	4982
1	15330	False	13	98	0	2	1	model-15330.graphml	T25	1780
2	15331	False	13	50	0	2	1	model-15331.graphml	T20	4494
2	15332	False	13	50	0	2	1	model-15332.graphml	T20	3612
2	15333	False	13	50	0	2	1	model-15333.graphml	T20	5788
2	15334	False	13	50	0	2	1	model-15334.graphml	T20	3996
2	15335	False	13	50	0	2	1	model-15335.graphml	T20	3996
2	15336	False	13	50	0	2	1	model-15336.graphml	T20	5788
2	15337	False	13	50	0	2	1	model-15337.graphml	T20	5788
2	15338	False	13	50	0	2	1	model-15338.graphml	T12	5660
2	15339	False	13	50	0	2	1	model-15339.graphml	T20	5788
2	15340	False	13	50	0	2	1	model-15340.graphml	T12	5276
2	15341	False	13	60	0	2	1	model-15341.graphml	T20	6022
2	15342	False	13	60	0	2	1	model-15342.graphml	T12	6484
2	15343	False	13	60	0	2	1	model-15343.graphml	T20	6330
2	15344	False	13	60	0	2	1	model-15344.graphml	T20	5406
2	15345	False	13	60	0	2	1	model-15345.graphml	T12	4474
2	15346	False	13	60	0	2	1	model-15346.graphml	T20	5860
2	15347	False	13	60	0	2	1	model-15347.graphml	T12	6946
2	15348	False	13	60	0	2	1	model-15348.graphml	T12	4328
2	15349	False	13	60	0	2	1	model-15349.graphml	T20	6946
2	15350	False	13	60	0	2	1	model-15350.graphml	T12	6946
2	15351	False	13	70	0	2	1	model-15351.graphml	T12	7204
2	15352	False	13	70	0	2	1	model-15352.graphml	T20	7744
2	15353	False	13	70	0	2	1	model-15353.graphml	T20	6662
2	15354	False	13	70	0	2	1	model-15354.graphml	T20	6304
2	15355	False	13	70	0	2	1	model-15355.graphml	T12	7744
2	15356	False	13	70	0	2	1	model-15356.graphml	T12	7744
2	15357	False	13	70	0	2	1	model-15357.graphml	T12	8104
2	15358	False	13	70	0	2	1	model-15358.graphml	T12	8102
2	15359	False	13	70	0	2	1	model-15359.graphml	T12	7744
2	15360	False	13	70	0	2	1	model-15360.graphml	T12	8104
2	15361	False	13	80	0	2	1	model-15361.graphml	T12	4956
2	15362	False	13	80	0	2	1	model-15362.graphml	T20	9261
2	15363	False	13	80	0	2	1	model-15363.graphml	T12	8441
2	15364	False	13	80	0	2	1	model-15364.graphml	T12	7211
2	15365	False	13	80	0	2	1	model-15365.graphml	T20	9261
2	15366	False	13	80	0	2	1	model-15366.graphml	T12	6596
2	15367	False	13	80	0	2	1	model-15367.graphml	T20	7006
2	15368	False	13	80	0	2	1	model-15368.graphml	T20	8236
2	15369	False	13	80	0	2	1	model-15369.graphml	T20	9261
2	15370	False	13	80	0	2	1	model-15370.graphml	T20	9243
2	15371	False	13	90	0	2	1	model-15371.graphml	T12	13665
2	15372	False	13	90	0	2	1	model-15372.graphml	T12	25701
2	15373	False	13	90	0	2	1	model-15373.graphml	T12	13203
2	15374	False	13	90	0	2	1	model-15374.graphml	T12	7635
2	15375	False	13	90	0	2	1	model-15375.graphml	T12	12741
2	15376	False	13	90	0	2	1	model-15376.graphml	T20	13203
2	15377	False	13	90	0	2	1	model-15377.graphml	T12	17106
2	15378	False	13	90	0	2	1	model-15378.graphml	T12	11355
2	15379	False	13	90	0	2	1	model-15379.graphml	T20	16449
2	15380	False	13	90	0	2	1	model-15380.graphml	T12	11586
2	15381	False	13	95	0	2	1	model-15381.graphml	T12	14931
2	15382	False	13	95	0	2	1	model-15382.graphml	T20	14425
2	15383	False	13	95	0	2	1	model-15383.graphml	T20	13447
2	15384	False	13	95	0	2	1	model-15384.graphml	T12	13223
2	15385	False	13	95	0	2	1	model-15385.graphml	T12	19576
2	15386	False	13	95	0	2	1	model-15386.graphml	T12	11007
2	15387	False	13	95	0	2	1	model-15387.graphml	T12	24689
2	15388	False	13	95	0	2	1	model-15388.graphml	T20	23948
2	15389	False	13	95	0	2	1	model-15389.graphml	T20	18844
2	15390	False	13	95	0	2	1	model-15390.graphml	T12	12003
2	15391	False	13	98	0	2	1	model-15391.graphml	T20	18408
2	15392	False	13	98	0	2	1	model-15392.graphml	T20	12105
2	15393	False	13	98	0	2	1	model-15393.graphml	T12	12105
2	15394	False	13	98	0	2	1	model-15394.graphml	T20	14547
2	15395	False	13	98	0	2	1	model-15395.graphml	T20	41604
2	15396	False	13	98	0	2	1	model-15396.graphml	T20	18156
2	15397	False	13	98	0	2	1	model-15397.graphml	T20	10089
2	15398	False	13	98	0	2	1	model-15398.graphml	T12	11523
2	15399	False	13	98	0	2	1	model-15399.graphml	T20	19164
2	15400	False	13	98	0	2	1	model-15400.graphml	T12	17067
1	15401	False	13	50	0	2	2	model-15401.graphml	T25	3620
1	15402	False	13	50	0	2	2	model-15402.graphml	T25	3320
1	15403	False	13	50	0	2	2	model-15403.graphml	T25	3770
1	15404	False	13	50	0	2	2	model-15404.graphml	T25	3470
1	15405	False	13	50	0	2	2	model-15405.graphml	T25	3470
1	15406	False	13	50	0	2	2	model-15406.graphml	T12	3770
1	15407	False	13	50	0	2	2	model-15407.graphml	T12	2658
1	15408	False	13	50	0	2	2	model-15408.graphml	T25	2870
1	15409	False	13	50	0	2	2	model-15409.graphml	T12	3770
1	15410	False	13	50	0	2	2	model-15410.graphml	T12	3631
1	15411	False	13	60	0	2	2	model-15411.graphml	T12	4524
1	15412	False	13	60	0	2	2	model-15412.graphml	T25	3981
1	15413	False	13	60	0	2	2	model-15413.graphml	T25	4524
1	15414	False	13	60	0	2	2	model-15414.graphml	T12	4524
1	15415	False	13	60	0	2	2	model-15415.graphml	T12	2853
1	15416	False	13	60	0	2	2	model-15416.graphml	T12	4524
1	15417	False	13	60	0	2	2	model-15417.graphml	T12	4524
1	15418	False	13	60	0	2	2	model-15418.graphml	T25	4524
1	15419	False	13	60	0	2	2	model-15419.graphml	T25	4524
1	15420	False	13	60	0	2	2	model-15420.graphml	T25	3257
1	15421	False	13	70	0	2	2	model-15421.graphml	T25	4012
1	15422	False	13	70	0	2	2	model-15422.graphml	T12	5278
1	15423	False	13	70	0	2	2	model-15423.graphml	T12	5278
1	15424	False	13	70	0	2	2	model-15424.graphml	T25	4856
1	15425	False	13	70	0	2	2	model-15425.graphml	T25	3586
1	15426	False	13	70	0	2	2	model-15426.graphml	T25	5063
1	15427	False	13	70	0	2	2	model-15427.graphml	T12	5278
1	15428	False	13	70	0	2	2	model-15428.graphml	T25	3801
1	15429	False	13	70	0	2	2	model-15429.graphml	T25	5278
1	15430	False	13	70	0	2	2	model-15430.graphml	T12	5278
1	15431	False	13	80	0	2	2	model-15431.graphml	T25	5791
1	15432	False	13	80	0	2	2	model-15432.graphml	T12	6032
1	15433	False	13	80	0	2	2	model-15433.graphml	T25	6032
1	15434	False	13	80	0	2	2	model-15434.graphml	T25	6032
1	15435	False	13	80	0	2	2	model-15435.graphml	T12	6032
1	15436	False	13	80	0	2	2	model-15436.graphml	T12	5810
1	15437	False	13	80	0	2	2	model-15437.graphml	T25	5791
1	15438	False	13	80	0	2	2	model-15438.graphml	T12	4922
1	15439	False	13	80	0	2	2	model-15439.graphml	T25	5791
1	15440	False	13	80	0	2	2	model-15440.graphml	T25	5309
1	15441	False	13	90	0	2	2	model-15441.graphml	T25	5151
1	15442	False	13	90	0	2	2	model-15442.graphml	T25	6506
1	15443	False	13	90	0	2	2	model-15443.graphml	T25	4619
1	15444	False	13	90	0	2	2	model-15444.graphml	T25	7058
1	15445	False	13	90	0	2	2	model-15445.graphml	T12	10740
1	15446	False	13	90	0	2	2	model-15446.graphml	T25	13324
1	15447	False	13	90	0	2	2	model-15447.graphml	T25	13324
1	15448	False	13	90	0	2	2	model-15448.graphml	T25	6516
1	15449	False	13	90	0	2	2	model-15449.graphml	T25	7058
1	15450	False	13	90	0	2	2	model-15450.graphml	T12	5537
1	15451	False	13	95	0	2	2	model-15451.graphml	T12	13560
1	15452	False	13	95	0	2	2	model-15452.graphml	T25	9334
1	15453	False	13	95	0	2	2	model-15453.graphml	T12	8542
1	15454	False	13	95	0	2	2	model-15454.graphml	T25	10280
1	15455	False	13	95	0	2	2	model-15455.graphml	T12	5577
1	15456	False	13	95	0	2	2	model-15456.graphml	T25	12336
1	15457	False	13	95	0	2	2	model-15457.graphml	T12	13846
1	15458	False	13	95	0	2	2	model-15458.graphml	T25	8190
1	15459	False	13	95	0	2	2	model-15459.graphml	T25	11160
1	15460	False	13	95	0	2	2	model-15460.graphml	T25	6878
1	15461	False	13	98	0	2	2	model-15461.graphml	T25	10742
1	15462	False	13	98	0	2	2	model-15462.graphml	T25	21712
1	15463	False	13	98	0	2	2	model-15463.graphml	T12	9451
1	15464	False	13	98	0	2	2	model-15464.graphml	T25	13084
1	15465	False	13	98	0	2	2	model-15465.graphml	T12	13754
1	15466	False	13	98	0	2	2	model-15466.graphml	T12	6302
1	15467	False	13	98	0	2	2	model-15467.graphml	T12	10336
1	15468	False	13	98	0	2	2	model-15468.graphml	T12	14989
1	15469	False	13	98	0	2	2	model-15469.graphml	T25	10788
1	15470	False	13	98	0	2	2	model-15470.graphml	T25	13778
2	15471	False	13	50	0	2	2	model-15471.graphml	T12	5716
2	15472	False	13	50	0	2	2	model-15472.graphml	T12	4013
2	15473	False	13	50	0	2	2	model-15473.graphml	T16	5716
2	15474	False	13	50	0	2	2	model-15474.graphml	T16	5408
2	15475	False	13	50	0	2	2	model-15475.graphml	T16	4484
2	15476	False	13	50	0	2	2	model-15476.graphml	T16	5707
2	15477	False	13	50	0	2	2	model-15477.graphml	T16	4321
2	15478	False	13	50	0	2	2	model-15478.graphml	T16	5408
2	15479	False	13	50	0	2	2	model-15479.graphml	T16	4792
2	15480	False	13	50	0	2	2	model-15480.graphml	T16	4013
2	15481	False	13	60	0	2	2	model-15481.graphml	T16	6304
2	15482	False	13	60	0	2	2	model-15482.graphml	T12	5379
2	15483	False	13	60	0	2	2	model-15483.graphml	T16	5564
2	15484	False	13	60	0	2	2	model-15484.graphml	T12	6674
2	15485	False	13	60	0	2	2	model-15485.graphml	T16	6859
2	15486	False	13	60	0	2	2	model-15486.graphml	T16	6859
2	15487	False	13	60	0	2	2	model-15487.graphml	T12	6859
2	15488	False	13	60	0	2	2	model-15488.graphml	T12	6304
2	15489	False	13	60	0	2	2	model-15489.graphml	T12	5742
2	15490	False	13	60	0	2	2	model-15490.graphml	T12	4262
2	15491	False	13	70	0	2	2	model-15491.graphml	T16	7138
2	15492	False	13	70	0	2	2	model-15492.graphml	T16	8002
2	15493	False	13	70	0	2	2	model-15493.graphml	T16	6701
2	15494	False	13	70	0	2	2	model-15494.graphml	T16	6490
2	15495	False	13	70	0	2	2	model-15495.graphml	T16	5837
2	15496	False	13	70	0	2	2	model-15496.graphml	T12	7138
2	15497	False	13	70	0	2	2	model-15497.graphml	T12	5837
2	15498	False	13	70	0	2	2	model-15498.graphml	T12	6490
2	15499	False	13	70	0	2	2	model-15499.graphml	T16	7349
2	15500	False	13	70	0	2	2	model-15500.graphml	T16	7354
2	15501	False	13	80	0	2	2	model-15501.graphml	T16	9147
2	15502	False	13	80	0	2	2	model-15502.graphml	T16	9147
2	15503	False	13	80	0	2	2	model-15503.graphml	T12	6924
2	15504	False	13	80	0	2	2	model-15504.graphml	T16	6426
2	15505	False	13	80	0	2	2	model-15505.graphml	T16	9147
2	15506	False	13	80	0	2	2	model-15506.graphml	T12	8653
2	15507	False	13	80	0	2	2	model-15507.graphml	T16	6677
2	15508	False	13	80	0	2	2	model-15508.graphml	T12	7661
2	15509	False	13	80	0	2	2	model-15509.graphml	T16	8653
2	15510	False	13	80	0	2	2	model-15510.graphml	T16	9147
2	15511	False	13	90	0	2	2	model-15511.graphml	T16	14458
2	15512	False	13	90	0	2	2	model-15512.graphml	T12	18356
2	15513	False	13	90	0	2	2	model-15513.graphml	T12	10568
2	15514	False	13	90	0	2	2	model-15514.graphml	T16	24474
2	15515	False	13	90	0	2	2	model-15515.graphml	T16	19468
2	15516	False	13	90	0	2	2	model-15516.graphml	T16	17800
2	15517	False	13	90	0	2	2	model-15517.graphml	T12	10570
2	15518	False	13	90	0	2	2	model-15518.graphml	T16	35320
2	15519	False	13	90	0	2	2	model-15519.graphml	T12	14742
2	15520	False	13	90	0	2	2	model-15520.graphml	T16	11678
2	15521	False	13	95	0	2	2	model-15521.graphml	T16	14351
2	15522	False	13	95	0	2	2	model-15522.graphml	T12	17291
2	15523	False	13	95	0	2	2	model-15523.graphml	T16	40185
2	15524	False	13	95	0	2	2	model-15524.graphml	T16	32244
2	15525	False	13	95	0	2	2	model-15525.graphml	T12	14387
2	15526	False	13	95	0	2	2	model-15526.graphml	T16	12300
2	15527	False	13	95	0	2	2	model-15527.graphml	T12	14058
2	15528	False	13	95	0	2	2	model-15528.graphml	T12	25212
2	15529	False	13	95	0	2	2	model-15529.graphml	T12	8224
2	15530	False	13	95	0	2	2	model-15530.graphml	T12	18170
2	15531	False	13	98	0	2	2	model-15531.graphml	T16	7263
2	15533	False	13	98	0	2	2	model-15533.graphml	T12	19199
2	15534	False	13	98	0	2	2	model-15534.graphml	T16	24348
2	15535	False	13	98	0	2	2	model-15535.graphml	T16	12427
2	15536	False	13	98	0	2	2	model-15536.graphml	T16	9679
2	15537	False	13	98	0	2	2	model-15537.graphml	T16	13937
2	15538	False	13	98	0	2	2	model-15538.graphml	T16	11219
2	15540	False	13	98	0	2	2	model-15540.graphml	T12	22536
1	15541	False	13	50	1	2	0	model-15541.graphml	T12	5049
1	15542	False	13	50	1	2	0	model-15542.graphml	T12	5752
1	15543	False	13	50	1	2	0	model-15543.graphml	T25	7195
1	15544	False	13	50	1	2	0	model-15544.graphml	T25	7187
1	15545	False	13	50	1	2	0	model-15545.graphml	T12	6215
1	15546	False	13	50	1	2	0	model-15546.graphml	T12	6679
1	15547	False	13	50	1	2	0	model-15547.graphml	T12	7937
1	15548	False	13	50	1	2	0	model-15548.graphml	T12	6810
1	15549	False	13	50	1	2	0	model-15549.graphml	T25	8543
1	15550	False	13	50	1	2	0	model-15550.graphml	T25	5554
1	15551	False	13	60	1	2	0	model-15551.graphml	T25	9132
1	15552	False	13	60	1	2	0	model-15552.graphml	T12	5902
1	15553	False	13	60	1	2	0	model-15553.graphml	T12	7674
1	15554	False	13	60	1	2	0	model-15554.graphml	T25	8007
1	15555	False	13	60	1	2	0	model-15555.graphml	T25	9841
1	15556	False	13	60	1	2	0	model-15556.graphml	T25	8572
1	15557	False	13	60	1	2	0	model-15557.graphml	T12	7391
1	15558	False	13	60	1	2	0	model-15558.graphml	T12	10639
